Time stamp,Water level in tunnel L2,Water volume in tunnel V,Sum of pumped flow to WWTP F2,Inflow to tunnel F1,Pump flow 1.1,Pump flow 1.2,Pump flow 1.3,Pump flow 1.4,Pump flow 2.1,Pump flow 2.2,Pump flow 2.3,Pump flow 2.4,Pump efficiency 1.1,Pump efficiency 1.2,Pump efficiency 1.3,Pump efficiency 1.4,Pump efficiency 2.1,Pump efficiency 2.2,Pump efficiency 2.3,Pump efficiency 2.4,Pump frequency 1.1,Pump frequency 1.2,Pump frequency 1.3,Pump frequency 1.4,Pump frequency 2.1,Pump frequency 2.2,Pump frequency 2.3,Pump frequency 2.4,Electricity price 1: high,Electricity price 2: normal
23.11.2024 11.15.00,1.758327007,4961.52832,4281.042969,1284.686523,0,0,0,0,1448.711914,0,0,2830.71582,0,0,0,0,173.6648407,0,0,329.0786133,0,0,0,0,48.26834106,0,0,48.35467911,71.169,10.882
23.11.2024 11.30.00,1.795754194,5223.914551,4441.299805,1372.711182,0,0,0,0,1510.779663,0,0,2928.009766,0,0,0,0,180.7168732,0,0,340.8166809,0,0,0,0,48.70913696,0,0,48.78324509,71.169,10.882
23.11.2024 11.45.00,1.829722881,5459.185059,4648.464844,1397.386719,0,0,0,0,1592.534302,0,0,3055.246094,0,0,0,0,190.6216736,0,0,356.7005615,0,0,0,0,49.3109169,0,0,49.35852432,71.169,10.882
23.11.2024 12.00.00,1.869441152,5747.962402,4650.745605,1451.463745,0,0,0,0,1592.406372,0,0,3060.2146,0,0,0,0,190.8341675,0,0,357.2250061,0,0,0,0,49.31466675,0,0,49.35977554,69.818,10.059
23.11.2024 12.15.00,1.911880374,6066.680176,4650.85791,1481.432251,0,0,0,0,1597.104126,0,0,3053.792236,0,0,0,0,191.2832642,0,0,356.8555603,0,0,0,0,49.3184166,0,0,49.36102676,69.818,10.059
23.11.2024 12.30.00,1.96077776,6441.100098,4657.599609,1538.819824,0,0,0,0,1601.086792,0,0,3055.026123,0,0,0,0,191.3718872,0,0,357.1807861,0,0,0,0,49.32184982,0,0,49.36226273,69.818,10.059
23.11.2024 12.45.00,2.013858318,6857.912109,4683.496582,1587.686157,0,0,0,0,1628.055298,0,0,3054.69043,0,0,0,0,194.3376923,0,0,357.2892151,0,0,0,0,49.50177765,0,0,49.36332703,69.818,10.059
23.11.2024 13.00.00,2.070896149,7329.771973,4678.722656,1641.540527,0,0,0,0,1635.641235,0,0,3050.096436,0,0,0,0,195.9524231,0,0,357.5220337,0,0,0,0,49.58827972,0,0,49.36433029,62.464,3.263
23.11.2024 13.15.00,2.108124733,7666.877441,5294.061035,1660.620728,0,0,0,0,208.3339996,2261.036621,1841.617188,985.3646851,0,0,0,0,22.90833282,241.8958282,239.8083344,114.6568527,0,0,0,0,5.792982578,37.84186935,31.20875931,16.4784317,62.464,3.263
23.11.2024 13.30.00,2.141685247,7908.335938,5665.337891,1657.792969,0,0,0,0,0,2688.859375,2977.561523,0,0,0,0,0,0,293.1530457,381.034729,0,0,0,0,0,0,45.85676193,49.4193306,0,62.464,3.263
23.11.2024 13.45.00,2.168025255,8170.112793,5673.724121,1680.207886,0,0,0,0,0,2700.070801,2972.581787,0,0,0,0,0,0,293.428772,380.1019287,0,0,0,0,0,0,45.85613632,49.4187088,0,62.464,3.263
23.11.2024 14.00.00,2.200046539,8448.935547,5622.10791,1684.349731,0,0,0,0,0,2710.789307,2911.131592,0,0,0,0,0,0,293.5097961,381.0116577,0,0,0,0,0,0,45.85551453,49.41808319,0,59.529,0.503
23.11.2024 14.15.00,2.23927474,8810.367188,5610.061035,1763.946899,0,0,0,0,0,2717.770508,2893.644287,0,0,0,0,0,0,293.9668274,381.2399902,0,0,0,0,0,0,45.86548615,49.4165802,0,59.529,0.503
23.11.2024 14.30.00,2.270818233,9074.518555,6043.79834,1775.100952,0,0,0,0,0,2970.592773,776.8952026,2312.731934,0,0,0,0,0,319.1464844,99.63444519,243.335556,0,0,0,0,0,46.89300156,12.91242599,35.37258148,59.529,0.503
23.11.2024 14.45.00,2.300132513,9358.291992,6297.826172,1858.22998,0,0,0,0,0,3382.812744,0,2915.949951,0,0,0,0,0,367.9537048,0,354.3355408,0,0,0,0,0,48.87831879,0.010375,49.35763168,59.529,0.503
23.11.2024 15.00.00,2.322692156,9593.583984,6292.467773,1808.408936,0,0,0,0,0,3484.80249,0,2808.263672,0,0,0,0,0,381.59375,0,357.8866577,0,0,0,0,0,49.4144783,0.006625,49.3678093,64.698,0.398
23.11.2024 15.15.00,2.345531464,9797.585938,6248.322754,1766.082642,0,0,0,0,0,3475.60083,0,2770.256592,0,0,0,0,0,382.2668152,0,354.6005554,0,0,0,0,0,49.41635132,0.002875,49.37726212,64.698,0.398
23.11.2024 15.30.00,2.358035088,9945.991211,6695.590332,1822.302856,0,0,0,2783.906738,0,3466.956543,0,451.1751709,0,0,0,314.456665,0,382.0772095,0,57.19610977,0,0,0,40.61194229,0,49.41822815,0.000133333,7.956888199,64.698,0.398
23.11.2024 15.45.00,2.362882614,9976.583984,6874.234375,1749.151367,0,0,0,3410.196777,0,3466.207764,0,0,0,0,0,383.3351135,0,381.5830688,0,0,0,0,0,49.41006088,0,49.41827011,0,0,64.698,0.398
23.11.2024 16.00.00,2.367120981,10004.91797,6869.439941,1745.69397,0,0,0,3400.589355,0,3467.887451,0,0,0,0,0,384.8430481,0,382.1849976,0,0,0,0,0,49.40818787,0,49.4094429,0,0,64.242,0.491
23.11.2024 16.15.00,2.36894393,10033.25195,6867.803223,1745.28479,0,0,0,3398.193115,0,3470.216797,0,0,0,0,0,384.5088806,0,382.4872131,0,0,0,0,0,49.40631104,0,49.39944458,0,0,64.242,0.491
23.11.2024 16.30.00,2.367496967,10028.55469,6852.629395,1708.460083,0,0,0,3389.033203,0,3465.700684,0,0,0,0,0,383.9646301,0,381.1919556,0,0,0,0,0,49.40523529,0,49.38944626,0,0,64.242,0.491
23.11.2024 16.45.00,2.365700483,9965.367188,6843.936035,1647.796509,0,0,0,3388.455078,0,3457.372559,0,0,0,0,0,383.8861084,0,380.3222351,0,0,0,0,0,49.40581131,0,49.38108444,0,0,64.242,0.491
23.11.2024 17.00.00,2.358387709,9901.058594,6844.366211,1646.782959,0,0,0,3384.137207,0,3459.973633,0,0,0,0,0,383.8555603,0,380.8688965,0,0,0,0,0,49.40643692,0,49.38066101,0,0,61.991,0.507
23.11.2024 17.15.00,2.348125935,9828.518555,6833.290039,1635.782471,0,0,0,3377.893799,0,3456.99585,0,0,0,0,0,383.6572266,0,380.2561035,0,0,0,0,0,49.40706253,0,49.38128662,0,0,61.991,0.507
23.11.2024 17.30.00,2.334663391,9704.325195,6836.094727,1584.830322,0,0,0,3376.355225,0,3462.987061,0,0,0,0,0,383.6544495,0,380.762207,0,0,0,0,0,49.40668869,0,49.38190842,0,0,61.991,0.507
23.11.2024 17.45.00,2.321029186,9569.551758,6818.578613,1569.871216,0,0,0,3366.236816,0,3454.16333,0,0,0,0,0,383.7138977,0,379.883606,0,0,0,0,0,49.4042511,0,49.38243866,0,0,61.991,0.507
23.11.2024 18.00.00,2.306060553,9431.373047,6817.615723,1566.22522,0,0,0,3361.359375,0,3456.358154,0,0,0,0,0,382.6801758,0,380.8730469,0,0,0,0,0,49.40174866,0,49.38249969,0,0,63.618,0.594
23.11.2024 18.15.00,2.290392876,9285.200195,6803.616211,1554.731201,0,0,0,3353.162842,0,3449.731934,0,0,0,0,0,383.4816589,0,380.2738953,0,0,0,0,0,49.39925003,0,49.38249969,0,0,63.618,0.594
23.11.2024 18.30.00,2.273677111,9128.238281,6805.874512,1544.506714,0,0,0,3355.675049,0,3448.69751,0,0,0,0,0,383.0064697,0,379.8527832,0,0,0,0,0,49.39674759,0,49.38249969,0,0,63.618,0.594
23.11.2024 18.45.00,2.255105495,8952.530273,6791.806152,1522.24353,0,0,0,3349.132324,0,3445.824951,0,0,0,0,0,383.1411133,0,379.5951538,0,0,0,0,0,49.39424896,0,49.38269424,0,0,63.618,0.594
23.11.2024 19.00.00,2.234438896,8764.189453,6781.004883,1506.9104,0,0,0,3339.583008,0,3440.753418,0,0,0,0,0,383.3244324,0,380.1882019,0,0,0,0,0,49.39175034,0,49.38381958,0,0,66.333,1.074
23.11.2024 19.15.00,2.213458061,8572.994141,6754.195801,1497.353638,0,0,0,3319.243164,0,3437.523682,0,0,0,0,0,383.3533325,0,380.5441284,0,0,0,0,0,49.38925171,0,49.3850708,0,0,66.333,1.074
23.11.2024 19.30.00,2.19329834,8392.716797,6694.596191,1493.371704,0,0,0,3267.178467,0,3429.494629,0,0,0,0,0,385.5427856,0,378.6086426,0,0,0,0,0,49.3885498,0,49.38631821,0,0,66.333,1.074
23.11.2024 19.45.00,2.173363924,8215.3125,6685.236816,1493.904907,0,0,0,3254.921875,0,3430.94043,0,0,0,0,0,386.2927856,0,378.4710999,0,0,0,0,0,49.39156342,0,49.38795471,0,0,66.333,1.074
23.11.2024 20.00.00,2.153430939,8035.893066,6669.683594,1488.001465,0,0,0,3243.006104,0,3426.885742,0,0,0,0,0,387.2911072,0,378.553894,0,0,0,0,0,49.39468765,0,49.39146042,0,0,61.988,3.035
23.11.2024 20.15.00,2.133080244,7863.67334,6645.822266,1489.23584,0,0,0,3229.168213,0,3417.342529,0,0,0,0,0,388.5477905,0,378.8644409,0,0,0,0,0,49.3978157,0,49.39521027,0,0,61.988,3.035
23.11.2024 20.30.00,2.111743212,7680.674805,6626.449219,1473.61377,0,0,0,3210.250244,0,3414.666016,0,0,0,0,0,389.4877625,0,378.8572388,0,0,0,0,0,49.40013885,0,49.39896011,0,0,61.988,3.035
23.11.2024 20.45.00,2.091932774,7504.888184,6611.304199,1477.039429,0,0,0,3197.793945,0,3414.544189,0,0,0,0,0,390.6808472,0,379.2966614,0,0,0,0,0,49.40081406,0,49.40174484,0,0,61.988,3.035
23.11.2024 21.00.00,2.073137999,7340.431641,6595.555176,1484.432251,0,0,0,3186.926025,0,3410.655273,0,0,0,0,0,390.2002869,0,379.499176,0,0,0,0,0,49.40143967,0,49.39986038,0,0,53.505,4.222
23.11.2024 21.15.00,2.053985119,7187.638672,6572.533203,1490.340332,0,0,0,3166.364746,0,3406.399902,0,0,0,0,0,391.0238953,0,379.074707,0,0,0,0,0,49.40206146,0,49.39736176,0,0,53.505,4.222
23.11.2024 21.30.00,2.036821365,7049.091309,6554.517578,1500.082031,0,0,0,3153.912354,0,3401.481445,0,0,0,0,0,391.117218,0,378.2107544,0,0,0,0,0,49.40328598,0,49.39486313,0,0,53.505,4.222
23.11.2024 21.45.00,2.021098375,6928.071289,6534.071777,1512.497925,0,0,0,3135.342529,0,3399.066162,0,0,0,0,0,391.0811157,0,379.1003723,0,0,0,0,0,49.40575027,0,49.39294052,0,0,53.505,4.222
23.11.2024 22.00.00,2.008203983,6834.564941,6510.605957,1534.145142,0,0,0,3120.170898,0,3389.537598,0,0,0,0,0,391.7227783,0,379.7825928,0,0,0,0,0,49.4082489,0,49.39382172,0,0,68.452,4.2
23.11.2024 22.15.00,1.999923706,6749.04541,6480.07959,1534.500366,0,0,0,3098.79541,0,3380.702881,0,0,0,0,0,392.2172241,0,380.1473999,0,0,0,0,0,49.41074753,0,49.39506912,0,0,68.452,4.2
23.11.2024 22.30.00,1.992976665,6714.337891,6467.878418,1582.262085,0,0,0,3087.900635,0,3379.689209,0,0,0,0,0,392.3867798,0,380.493042,0,0,0,0,0,49.41104889,0,49.39632034,0,0,68.452,4.2
23.11.2024 22.45.00,1.986344099,6689.280762,6444.454102,1586.056396,0,0,0,3072.809326,0,3372.123291,0,0,0,0,0,391.7565613,0,380.7185974,0,0,0,0,0,49.40681076,0,49.39718246,0,0,68.452,4.2
23.11.2024 23.00.00,1.983719349,6664.223145,6435.159668,1583.7323,0,0,0,3065.97583,0,3368.721191,0,0,0,0,0,391.9949951,0,381.5138855,0,0,0,0,0,49.4024353,0,49.3961792,0,0,53.454,3.297
23.11.2024 23.15.00,1.986784458,6643.710938,6438.621582,1589.143188,0,0,0,3063.114746,0,3375,0,0,0,0,0,391.4116516,0,382.4344482,0,0,0,0,0,49.39806366,0,49.39493179,0,0,53.454,3.297
23.11.2024 23.30.00,1.991474628,6654.45752,6409.052734,1613.009766,0,0,0,3046.490234,0,3363.73584,0,0,0,0,0,391.0427856,0,382.1630554,0,0,0,0,0,49.3950882,0,49.39368057,0,0,53.454,3.297
23.11.2024 23.45.00,1.99481678,6671.140625,6382.706055,1612.359619,0,0,0,3026.68042,0,3357.075928,0,0,0,0,0,391.6227722,0,382.4047241,0,0,0,0,0,49.39500046,0,49.39339828,0,0,53.454,3.297
24.11.2024 0.00.00,1.993709803,6687.823242,6342.945801,1602.419067,0,0,0,2993.651123,0,3350.657959,0,0,0,0,0,391.5599976,0,381.660553,0,0,0,0,0,49.39500046,0,49.39777756,0,0,31.661,2.963
24.11.2024 0.15.00,1.992199063,6696.142578,6331.26416,1591.135376,0,0,0,2982.697998,0,3352.261475,0,0,0,0,0,391.9177856,0,382.1548157,0,0,0,0,0,49.39500046,0,49.40277863,0,0,31.661,2.963
24.11.2024 0.30.00,1.989372373,6646.939453,6313.464844,1529.163086,0,0,0,2958.634521,0,3354.644287,0,0,0,0,0,391.3261108,0,382.8407288,0,0,0,0,0,49.39519882,0,49.40777588,0,0,31.661,2.963
24.11.2024 0.45.00,1.983305454,6586.812012,6268.310547,1506.950195,0,0,0,2921.894531,0,3345.077637,0,0,0,0,0,390.7449951,0,383.2161255,0,0,0,0,0,49.39581299,0,49.41123199,0,0,31.661,2.963
24.11.2024 1.00.00,1.974493623,6526.685059,6233.60498,1498.274292,0,0,0,2892.766846,0,3342.675293,0,0,0,0,0,390.9127808,0,384.1107483,0,0,0,0,0,49.3964386,0,49.40722275,0,0,24.17,1.875
24.11.2024 1.15.00,1.962293744,6445.15332,6209.463379,1470.834106,0,0,0,2882.608643,0,3328.632324,0,0,0,0,0,390.8227844,0,382.9176025,0,0,0,0,0,49.39706039,0,49.40222168,0,0,24.17,1.875
24.11.2024 1.30.00,1.944734693,6309.972168,6183.662598,1410.734497,0,0,0,2860.870117,0,3323.214355,0,0,0,0,0,388.8172302,0,383.1177673,0,0,0,0,0,49.39688492,0,49.39722443,0,0,24.17,1.875
24.11.2024 1.45.00,1.923440337,6152.432129,6155.226563,1381.266602,0,0,0,2835.995117,0,3320.217773,0,0,0,0,0,387.069458,0,383.3439026,0,0,0,0,0,49.39506149,0,49.39289856,0,0,24.17,1.875
24.11.2024 2.00.00,1.898877978,5974.065918,6127.092773,1353.406982,0,0,0,2812.296631,0,3313.855225,0,0,0,0,0,387.1533203,0,383.5627747,0,0,0,0,0,49.39318848,0,49.39184189,0,0,23.378,2.381
24.11.2024 2.15.00,1.872284532,5772.149414,6099.141113,1322.868774,0,0,0,2793.035889,0,3307.620605,0,0,0,0,0,387.0505676,0,383.9780579,0,0,0,0,0,49.39131165,0,49.39121628,0,0,23.378,2.381
24.11.2024 2.30.00,1.840903282,5550.84375,6057.855469,1293.158203,0,0,0,2770.418945,0,3288.530762,0,0,0,0,0,385.7494507,0,384.0325012,0,0,0,0,0,49.38983536,0,49.39059067,0,0,23.378,2.381
24.11.2024 2.45.00,1.808068991,5308.499023,5978.243652,1252.216187,0,0,0,2710.181396,0,3268.240723,0,0,0,0,0,384.4733276,0,383.5252686,0,0,0,0,0,49.38918686,0,49.39073563,0,0,23.378,2.381
24.11.2024 3.00.00,1.76764822,5025.84668,5942.421387,1202.953003,0,0,0,2685.189697,0,3257.257813,0,0,0,0,0,383.0777893,0,383.9125061,0,0,0,0,0,49.38856125,0,49.39461899,0,0,24.734,3.873
24.11.2024 3.15.00,1.722669959,4723.342285,5864.719727,1163.675537,0,0,0,2635.963135,0,3229.748535,0,0,0,0,0,379.9349976,0,385.7319336,0,0,0,0,0,49.38793945,0,49.39899445,0,0,24.734,3.873
24.11.2024 3.30.00,1.674095631,4406.053711,5801.844727,1133.172607,0,0,0,2595.25708,0,3208.16333,0,0,0,0,0,378.3383179,0,386.4513855,0,0,0,0,0,49.38775253,0,49.4033699,0,0,24.734,3.873
24.11.2024 3.45.00,1.622518063,4085.19165,5732.643555,1112.298828,0,0,0,2560.853027,0,3171.623779,0,0,0,0,0,375.5911255,0,387.811676,0,0,0,0,0,49.38847351,0,49.40688324,0,0,24.734,3.873
24.11.2024 4.00.00,1.564628601,3746.249512,5667.47168,1077.925781,0,0,0,2529.06958,0,3138.921143,0,0,0,0,0,375.4809265,0,388.0451355,0,0,0,0,0,49.38921738,0,49.40623856,0,0,26.278,6.149
24.11.2024 4.15.00,1.504593492,3423.355469,5390.622559,1024.761597,0,0,0,2395.939453,0,2996.124756,0,0,0,0,0,356.2390747,0,371.5270996,0,0,0,0,0,48.81651306,0,48.82271194,0,0,26.278,6.149
24.11.2024 4.30.00,1.479796529,3320.175293,4570.264648,1039.385986,0,0,0,2006.714844,0,2565.251709,0,0,0,0,0,295.2489014,0,319.785553,0,0,0,0,0,46.84032059,0,46.99275589,0,0,26.278,6.149
24.11.2024 4.45.00,1.469199061,3270.614502,4489.668457,1072.856323,0,0,0,1994.394531,0,2494.765869,0,0,0,0,0,294.4516602,0,313.6077881,0,0,0,0,0,46.84000015,0,46.8192215,0,0,26.278,6.149
24.11.2024 5.00.00,1.464277744,3221.053467,4340.021484,1035.444336,0,0,0,1966.711426,0,2375.264648,0,0,0,0,0,291.1943054,0,300.4091187,0,0,0,0,0,46.74317551,0,46.35560608,0,0,32.705,8.553
24.11.2024 5.15.00,1.461273789,3172.599609,4239.450684,1011.408813,0,0,0,1855.786377,0,2381.087646,0,0,0,0,0,278.640686,0,300.3930969,0,0,0,0,0,46.33905411,0,46.35665894,0,0,32.705,8.553
24.11.2024 5.30.00,1.457085133,3134.383789,4083.897217,982.7584839,0,0,0,1787.500122,0,2294.399902,0,0,0,0,0,269.3261108,0,290.2522278,0,0,0,0,0,45.98798752,0,46.00115585,0,0,32.705,8.553
24.11.2024 5.45.00,1.454567313,3098.658203,4006.55542,965.913269,0,0,0,1756.759521,0,2249.054199,0,0,0,0,0,265.4894409,0,285.6277771,0,0,0,0,0,45.82447815,0,45.84397125,0,0,32.705,8.553
24.11.2024 6.00.00,1.448179245,3062.932861,4032.959473,972.5145264,0,0,0,1777.327026,0,2256.909668,0,0,0,0,0,266.5799866,0,285.9180603,0,0,0,0,0,45.82635498,0,45.84522247,0,0,35.458,25.642
24.11.2024 6.15.00,1.436250687,3022.233643,4024.138672,965.3354492,0,0,0,1765.294556,0,2256.934814,0,0,0,0,0,266.0610962,0,285.8986206,0,0,0,0,0,45.82823181,0,45.84647369,0,0,35.458,25.642
24.11.2024 6.30.00,1.4170506,2935.529053,4028.798828,920.4951172,0,0,0,1779.88208,0,2247.84375,0,0,0,0,0,266.8805542,0,285.8438721,0,0,0,0,0,45.82956696,0,45.84777451,0,0,35.458,25.642
24.11.2024 6.45.00,1.397282243,2842.306396,4011.421631,909.6327515,0,0,0,1761.32019,0,2248.255859,0,0,0,0,0,265.9238892,0,285.6583252,0,0,0,0,0,45.82830429,0,45.84924316,0,0,35.458,25.642
24.11.2024 7.00.00,1.438848853,3051.937988,2558.089355,849.1539307,0,0,0,27.73931885,0,145.1990967,0,2397.44165,0,0,0,4.400555611,0,15.46722221,0,323.9322205,0,0,0,0.59715277,0,2.332166672,0,44.9069252,60.759,28.112
24.11.2024 7.15.00,1.507042527,3398.904053,2678.654297,1016.629639,0,0,0,0,0,0,0,2681.030273,0,0,0,0,0,0,0,357.7609253,0,0,0,0,0,0,0,49.39045334,60.759,28.112
24.11.2024 7.30.00,1.555712938,3682.993408,2658.836914,948.798584,0,0,0,0,0,0,0,2658.225098,0,0,0,0,0,0,0,358.0546265,0,0,0,0,0,0,0,49.38357925,60.759,28.112
24.11.2024 7.45.00,1.599608779,3883.409912,2643.406738,861.2681885,0,0,0,0,0,0,0,2643.94458,0,0,0,0,0,0,0,355.527771,0,0,0,0,0,0,0,49.37670135,60.759,28.112
24.11.2024 8.00.00,1.594463468,3807.204346,4008.39917,925.8942261,1364.041504,0,0,0,0,0,0,2646.356445,160.744339,0,0,0,0,0,0,354.9088745,43.7645607,0,0,0,0,0,0,49.37205124,82.092,47.949
24.11.2024 8.15.00,1.557628393,3680.008057,4182.172363,918.3468018,1554.90625,0,0,0,0,0,0,2625.875732,182.0469055,0,0,0,0,0,0,351.8922119,49.2592392,0,0,0,0,0,0,49.37076569,82.092,47.949
24.11.2024 8.30.00,1.515829921,3452.313721,4095.751465,796.2435303,1552.677246,0,0,0,0,0,0,2542.549316,182.2440033,0,0,0,0,0,0,348.3861084,49.26236343,0,0,0,0,0,0,49.36951447,82.092,47.949
24.11.2024 8.45.00,1.473352075,3229.716553,4068.399902,794.5028076,1550.514771,0,0,0,0,0,0,2517.302002,182.036438,0,0,0,0,0,0,347.5927734,49.26548767,0,0,0,0,0,0,49.36826324,82.092,47.949
24.11.2024 9.00.00,1.42826879,3009.851807,4012.467529,783.2521362,1545.400269,0,0,0,0,0,0,2466.859619,181.9541626,0,0,0,0,0,0,346.6861267,49.2674675,0,0,-0.007724985,0,0,0,49.36534119,85.62,37.646
24.11.2024 9.15.00,1.399058819,2879.070801,3597.606689,768.6206665,1396.458496,0,0,0,0,0,0,2216.398438,165.0502777,0,0,0,0,0,0,311.9772339,47.1161232,0,0,-0.023881214,0,0,0,47.24259949,85.62,37.646
24.11.2024 9.30.00,1.42960012,3085.292725,2651.79248,869.1700439,0,0,0,2643.836182,0,0,0,0,0,0,0,321.7244568,0,0,0,0,0,0,0,45.65242767,0,0,0,0,85.62,37.646
24.11.2024 9.45.00,1.477021933,3254.557129,2708.745361,846.4507446,0,0,0,2712.498291,0,0,0,0,0,0,0,331.6688843,0,0,0,0,0,0,0,47.36750031,0,0,0,0,85.62,37.646
24.11.2024 10.00.00,1.517078519,3473.352051,2710.825439,896.5012817,0,0,0,2710.754395,0,0,0,0,0,0,0,332.1549988,0,0,0,0,0,0,0,47.36750031,0,0,0,0,79.389,28.112
24.11.2024 10.15.00,1.559627771,3715.462646,2715.212646,920.9137573,0,0,0,2716.859619,0,0,0,0,0,0,0,332.5216675,0,0,0,0,0,0,0,47.36750031,0,0,0,0,79.389,28.112
24.11.2024 10.30.00,1.604905367,3979.432617,2716.146729,943.0066528,0,0,0,2719.858398,0,0,0,0,0,0,0,332.4927673,0,0,0,0,0,0,0,47.36912537,0,0,0,0,79.389,28.112
24.11.2024 10.45.00,1.653060079,4271.383789,2783.597656,987.8505859,0,0,0,2784.058838,0,0,0,0,0,0,0,339.4685059,0,0,0,0,0,0,0,47.63108444,0,0,0,0,79.389,28.112
24.11.2024 11.00.00,1.688129425,4503.222168,3205.81665,1033.292542,0,0,0,3200.608398,0,0,0,0,0,0,0,390.5839844,0,0,0,0,0,0,0,49.40284729,0,0,0,0,74.401,19.697
24.11.2024 11.15.00,1.725357056,4738.186523,3207.907959,1036.941345,0,0,0,3211.036865,0,0,0,0,0,0,0,391.1152649,0,0,0,0,0,0,0,49.4034729,0,0,0,0,74.401,19.697
24.11.2024 11.30.00,1.769646287,5044.953125,3165.794678,1098.215271,0,0,0,3165.485596,0,0,0,0,0,0,0,395.9872131,0,0,0,0,0,0,0,49.4040947,0,0,0,0,74.401,19.697
24.11.2024 11.45.00,1.818428397,5407.051758,3385.965088,1208.589905,0,0,0,3150.284668,242.2014771,0,0,0,0,0,0,397.1749878,28.43611145,0,0,0,0,0,0,49.40472031,7.589773178,0,0,0,74.401,19.697
24.11.2024 12.00.00,1.821031928,5531.136719,4829.028809,1331.342163,0,0,0,3134.581787,1693.970215,0,0,0,0,0,0,396.831665,190.417511,0,0,0,0,0,0,49.40465164,49.56827927,0,0,0,72.476,20.325
24.11.2024 12.15.00,1.819349885,5525.477539,4826.380859,1200.936035,0,0,0,3125.274414,1701.002319,0,0,0,0,0,0,396.8999939,190.6379089,0,0,0,0,0,0,49.40402603,49.56952667,0,0,0,72.476,20.325
24.11.2024 12.30.00,1.821464896,5519.817871,4815.141602,1198.125732,0,0,0,3111.919189,1703.293335,0,0,0,0,0,0,396.6116638,190.9996338,0,0,0,0,0,0,49.40340424,49.57077789,0,0,0,72.476,20.325
24.11.2024 12.45.00,1.830349445,5518.329102,4803.930664,1199.493896,0,0,0,3103.366699,1702.38916,0,0,0,0,0,0,396.5323181,190.873291,0,0,0,0,0,0,49.40278244,49.5720253,0,0,0,72.476,20.325
24.11.2024 13.00.00,1.854811072,5655.245117,4807.858887,1338.880737,0,0,0,3105.330078,1701.880981,0,0,0,0,0,0,395.468811,191.2454529,0,0,0,0,0,0,49.4038887,49.57328033,0,0,0,71.529,18.825
24.11.2024 13.15.00,1.895759702,5942.84668,4803.058594,1488.366211,0,0,0,3099.003174,1702.026123,0,0,0,0,0,0,395.6872253,191.2723694,0,0,0,0,0,0,49.40638733,49.57453918,0,0,0,71.529,18.825
24.11.2024 13.30.00,1.950070977,6361.816406,4800.022949,1618.975464,0,0,0,3097.525635,1702.565674,0,0,0,0,0,0,396.4233398,191.9735565,0,0,0,0,0,0,49.40888977,49.57579422,0,0,0,71.529,18.825
24.11.2024 13.45.00,2.007442236,6805.691895,4929.564453,1676.266602,0,0,0,3098.049072,1482.291138,0,347.7004089,0,0,0,0,396.019989,165.6641846,0,41.58222198,0,0,0,0,49.4113884,42.69742584,0,5.821805477,0,71.529,18.825
24.11.2024 14.00.00,2.019455671,6888.17334,6201.478027,1632.850952,0,0,0,3091.941895,0,0,3110.671631,0,0,0,0,396.4683228,0,0,328.1849976,0,0,0,0,49.41423416,0.037875,0,47.86587524,0,70.366,16.314
24.11.2024 14.15.00,2.027937651,6943,6170.418457,1597.431274,0,0,0,3065.37085,0,0,3105.138672,0,0,0,0,395.6894531,0,0,330.1727905,0,0,0,0,49.4173584,0.026625002,0,47.86436081,0,70.366,16.314
24.11.2024 14.30.00,2.033728361,6997.826172,6152.267578,1592.893066,0,0,0,3053.415771,0,0,3099.786865,0,0,0,0,397.542511,0,0,330.7571106,0,0,0,0,49.42048645,0.015375,0,47.86561203,0,70.366,16.314
24.11.2024 14.45.00,2.038678885,7049.400391,6135.930176,1585.556763,0,0,0,3038.609375,0,0,3096.66748,0,0,0,0,398.008606,0,0,332.2706604,0,0,0,0,49.42360687,0.004225,0,47.86685944,0,70.366,16.314
24.11.2024 15.00.00,2.039263487,7061.181152,6296.019043,1585.785522,0,0,0,3026.175537,0,0,3269.909424,0,0,0,0,398.1616516,0,0,355.3894348,0,0,0,0,49.42534637,0,0,48.80691528,0,62.321,10.944
24.11.2024 15.15.00,2.039001226,7061.181152,6277.995117,1569.498779,0,0,0,3011.792725,0,0,3266.570801,0,0,0,0,397.3961182,0,0,357.4777832,0,0,0,0,49.42597198,0,0,48.8861618,0,62.321,10.944
24.11.2024 15.30.00,2.038738966,7061.181152,6267.779297,1566.944824,0,0,0,3008.075195,0,0,3259.744873,0,0,0,0,396.8777771,0,0,358.0094299,0,0,0,0,49.4265976,0,0,48.87928772,0,62.321,10.944
24.11.2024 15.45.00,2.038246155,7059.025879,6269.911133,1565.32251,0,0,0,3008.306885,0,0,3262.647461,0,0,0,0,396.2361145,0,0,357.9516602,0,0,0,0,49.42721558,0,0,48.87240982,0,62.321,10.944
24.11.2024 16.00.00,2.034925938,7030.503906,6263.78125,1537.42334,0,0,0,2999.085938,0,0,3264.365723,0,0,0,0,393.8318481,0,0,356.9841614,0,0,0,0,49.42437744,0,0,48.86631775,0,65.095,14.421
24.11.2024 16.15.00,2.030659914,6994.175293,6251.353027,1526.509644,0,0,0,2986.85498,0,0,3263.437988,0,0,0,0,392.959259,0,0,357.0691528,0,0,0,0,49.41875076,0,0,48.86672974,0,65.095,14.421
